,Fecha,Criptomoneda,Precio,Variación 24h,Capitalización de mercado,Volumen
279,2021-05-16,Bitcoin,46585.06413538846,-0.4186284565959153,871695620615.74,70636455913.96
280,2021-05-17,Bitcoin,43780.82559782485,-6.019608622655859,819256623328.73,84054878923.85
281,2021-05-18,Bitcoin,43091.04144756922,-1.5755393847344368,800545278567.69,65037066859.12
282,2021-05-19,Bitcoin,37287.39140242737,-13.468344811771171,697785056487.61,141151477374.61
283,2021-05-20,Bitcoin,40437.73009625558,8.448804207910165,759679496751.28,95001812130.51
284,2021-05-21,Bitcoin,37339.63420134628,-7.661399112993683,698762712553.73,88706010988.29
285,2021-05-22,Bitcoin,37520.31767547438,0.48389192340183573,702143968883.52,61178935273.65
286,2021-05-23,Bitcoin,34977.527801962424,-6.777101130926955,654558962027.58,84358034875.51
287,2021-05-24,Bitcoin,38642.4422973396,10.477911749873737,723143072419.72,71163197727.34
288,2021-05-25,Bitcoin,38210.80521759389,-1.1170025859763788,715248689989.89,48724794157.99
